Decimal_Value,Bit_9,Bit_8,Bit_7,Bit_6,Bit_5,Bit_4,Bit_3,Bit_2,Bit_1,Bit_0
68,0,0,0,1,0,0,0,1,0,0
1022,1,1,1,1,1,1,1,1,1,0
633,1,0,0,1,1,1,1,0,0,1
309,0,1,0,0,1,1,0,1,0,1
1013,1,1,1,1,1,1,0,1,0,1
446,0,1,1,0,1,1,1,1,1,0
513,1,0,0,0,0,0,0,0,0,1
299,0,1,0,0,1,0,1,0,1,1
63,0,0,0,0,1,1,1,1,1,1
513,1,0,0,0,0,0,0,0,0,1
90,0,0,0,1,0,1,1,0,1,0
143,0,0,1,0,0,0,1,1,1,1
166,0,0,1,0,1,0,0,1,1,0
529,1,0,0,0,0,1,0,0,0,1
508,0,1,1,1,1,1,1,1,0,0
933,1,1,1,0,1,0,0,1,0,1
863,1,1,0,1,0,1,1,1,1,1
478,0,1,1,1,0,1,1,1,1,0
536,1,0,0,0,0,1,1,0,0,0
523,1,0,0,0,0,0,1,0,1,1
948,1,1,1,0,1,1,0,1,0,0
79,0,0,0,1,0,0,1,1,1,1
380,0,1,0,1,1,1,1,1,0,0
358,0,1,0,1,1,0,0,1,1,0
634,1,0,0,1,1,1,1,0,1,0
355,0,1,0,1,1,0,0,0,1,1
418,0,1,1,0,1,0,0,0,1,0
87,0,0,0,1,0,1,0,1,1,1
630,1,0,0,1,1,1,0,1,1,0
26,0,0,0,0,0,1,1,0,1,0
608,1,0,0,1,1,0,0,0,0,0
498,0,1,1,1,1,1,0,0,1,0
829,1,1,0,0,1,1,1,1,0,1
387,0,1,1,0,0,0,0,0,1,1
558,1,0,0,0,1,0,1,1,1,0
934,1,1,1,0,1,0,0,1,1,0
550,1,0,0,0,1,0,0,1,1,0
154,0,0,1,0,0,1,1,0,1,0
299,0,1,0,0,1,0,1,0,1,1
971,1,1,1,1,0,0,1,0,1,1
366,0,1,0,1,1,0,1,1,1,0
38,0,0,0,0,1,0,0,1,1,0
950,1,1,1,0,1,1,0,1,1,0
159,0,0,1,0,0,1,1,1,1,1
89,0,0,0,1,0,1,1,0,0,1
633,1,0,0,1,1,1,1,0,0,1
765,1,0,1,1,1,1,1,1,0,1
115,0,0,0,1,1,1,0,0,1,1
71,0,0,0,1,0,0,0,1,1,1
36,0,0,0,0,1,0,0,1,0,0
348,0,1,0,1,0,1,1,1,0,0
844,1,1,0,1,0,0,1,1,0,0
367,0,1,0,1,1,0,1,1,1,1
248,0,0,1,1,1,1,1,0,0,0
398,0,1,1,0,0,0,1,1,1,0
475,0,1,1,1,0,1,1,0,1,1
854,1,1,0,1,0,1,0,1,1,0
892,1,1,0,1,1,1,1,1,0,0
771,1,1,0,0,0,0,0,0,1,1
897,1,1,1,0,0,0,0,0,0,1
677,1,0,1,0,1,0,0,1,0,1
560,1,0,0,0,1,1,0,0,0,0
101,0,0,0,1,1,0,0,1,0,1
715,1,0,1,1,0,0,1,0,1,1
963,1,1,1,1,0,0,0,0,1,1
909,1,1,1,0,0,0,1,1,0,1
647,1,0,1,0,0,0,0,1,1,1
361,0,1,0,1,1,0,1,0,0,1
925,1,1,1,0,0,1,1,1,0,1
402,0,1,1,0,0,1,0,0,1,0
418,0,1,1,0,1,0,0,0,1,0
228,0,0,1,1,1,0,0,1,0,0
231,0,0,1,1,1,0,0,1,1,1
329,0,1,0,1,0,0,1,0,0,1
822,1,1,0,0,1,1,0,1,1,0
314,0,1,0,0,1,1,1,0,1,0
600,1,0,0,1,0,1,1,0,0,0
1015,1,1,1,1,1,1,0,1,1,1
571,1,0,0,0,1,1,1,0,1,1
180,0,0,1,0,1,1,0,1,0,0
711,1,0,1,1,0,0,0,1,1,1
987,1,1,1,1,0,1,1,0,1,1
358,0,1,0,1,1,0,0,1,1,0
570,1,0,0,0,1,1,1,0,1,0
426,0,1,1,0,1,0,1,0,1,0
516,1,0,0,0,0,0,0,1,0,0
871,1,1,0,1,1,0,0,1,1,1
933,1,1,1,0,1,0,0,1,0,1
337,0,1,0,1,0,1,0,0,0,1
987,1,1,1,1,0,1,1,0,1,1
988,1,1,1,1,0,1,1,1,0,0
186,0,0,1,0,1,1,1,0,1,0
625,1,0,0,1,1,1,0,0,0,1
284,0,1,0,0,0,1,1,1,0,0
157,0,0,1,0,0,1,1,1,0,1
258,0,1,0,0,0,0,0,0,1,0
74,0,0,0,1,0,0,1,0,1,0
472,0,1,1,1,0,1,1,0,0,0
755,1,0,1,1,1,1,0,0,1,1
250,0,0,1,1,1,1,1,0,1,0
664,1,0,1,0,0,1,1,0,0,0
764,1,0,1,1,1,1,1,1,0,0
606,1,0,0,1,0,1,1,1,1,0
357,0,1,0,1,1,0,0,1,0,1
702,1,0,1,0,1,1,1,1,1,0
547,1,0,0,0,1,0,0,0,1,1
855,1,1,0,1,0,1,0,1,1,1
748,1,0,1,1,1,0,1,1,0,0
337,0,1,0,1,0,1,0,0,0,1
285,0,1,0,0,0,1,1,1,0,1
617,1,0,0,1,1,0,1,0,0,1
685,1,0,1,0,1,0,1,1,0,1
484,0,1,1,1,1,0,0,1,0,0
634,1,0,0,1,1,1,1,0,1,0
278,0,1,0,0,0,1,0,1,1,0
501,0,1,1,1,1,1,0,1,0,1
300,0,1,0,0,1,0,1,1,0,0
913,1,1,1,0,0,1,0,0,0,1
607,1,0,0,1,0,1,1,1,1,1
837,1,1,0,1,0,0,0,1,0,1
528,1,0,0,0,0,1,0,0,0,0
463,0,1,1,1,0,0,1,1,1,1
114,0,0,0,1,1,1,0,0,1,0
950,1,1,1,0,1,1,0,1,1,0
952,1,1,1,0,1,1,1,0,0,0
645,1,0,1,0,0,0,0,1,0,1
809,1,1,0,0,1,0,1,0,0,1
392,0,1,1,0,0,0,1,0,0,0
326,0,1,0,1,0,0,0,1,1,0
770,1,1,0,0,0,0,0,0,1,0
115,0,0,0,1,1,1,0,0,1,1
21,0,0,0,0,0,1,0,1,0,1
795,1,1,0,0,0,1,1,0,1,1
858,1,1,0,1,0,1,1,0,1,0
11,0,0,0,0,0,0,1,0,1,1
605,1,0,0,1,0,1,1,1,0,1
337,0,1,0,1,0,1,0,0,0,1
820,1,1,0,0,1,1,0,1,0,0
344,0,1,0,1,0,1,1,0,0,0
498,0,1,1,1,1,1,0,0,1,0
19,0,0,0,0,0,1,0,0,1,1
676,1,0,1,0,1,0,0,1,0,0
237,0,0,1,1,1,0,1,1,0,1
883,1,1,0,1,1,1,0,0,1,1
613,1,0,0,1,1,0,0,1,0,1
766,1,0,1,1,1,1,1,1,1,0
364,0,1,0,1,1,0,1,1,0,0
38,0,0,0,0,1,0,0,1,1,0
1018,1,1,1,1,1,1,1,0,1,0
876,1,1,0,1,1,0,1,1,0,0
706,1,0,1,1,0,0,0,0,1,0
511,0,1,1,1,1,1,1,1,1,1
188,0,0,1,0,1,1,1,1,0,0
614,1,0,0,1,1,0,0,1,1,0
916,1,1,1,0,0,1,0,1,0,0
478,0,1,1,1,0,1,1,1,1,0
836,1,1,0,1,0,0,0,1,0,0
275,0,1,0,0,0,1,0,0,1,1
532,1,0,0,0,0,1,0,1,0,0
480,0,1,1,1,1,0,0,0,0,0
776,1,1,0,0,0,0,1,0,0,0
352,0,1,0,1,1,0,0,0,0,0
996,1,1,1,1,1,0,0,1,0,0
946,1,1,1,0,1,1,0,0,1,0
654,1,0,1,0,0,0,1,1,1,0
190,0,0,1,0,1,1,1,1,1,0
23,0,0,0,0,0,1,0,1,1,1
787,1,1,0,0,0,1,0,0,1,1
479,0,1,1,1,0,1,1,1,1,1
205,0,0,1,1,0,0,1,1,0,1
542,1,0,0,0,0,1,1,1,1,0
455,0,1,1,1,0,0,0,1,1,1
356,0,1,0,1,1,0,0,1,0,0
122,0,0,0,1,1,1,1,0,1,0
895,1,1,0,1,1,1,1,1,1,1
507,0,1,1,1,1,1,1,0,1,1
230,0,0,1,1,1,0,0,1,1,0
74,0,0,0,1,0,0,1,0,1,0
731,1,0,1,1,0,1,1,0,1,1
250,0,0,1,1,1,1,1,0,1,0
114,0,0,0,1,1,1,0,0,1,0
515,1,0,0,0,0,0,0,0,1,1
190,0,0,1,0,1,1,1,1,1,0
320,0,1,0,1,0,0,0,0,0,0
196,0,0,1,1,0,0,0,1,0,0
936,1,1,1,0,1,0,1,0,0,0
545,1,0,0,0,1,0,0,0,0,1
443,0,1,1,0,1,1,1,0,1,1
235,0,0,1,1,1,0,1,0,1,1
330,0,1,0,1,0,0,1,0,1,0
140,0,0,1,0,0,0,1,1,0,0
516,1,0,0,0,0,0,0,1,0,0
983,1,1,1,1,0,1,0,1,1,1
458,0,1,1,1,0,0,1,0,1,0
667,1,0,1,0,0,1,1,0,1,1
845,1,1,0,1,0,0,1,1,0,1
563,1,0,0,0,1,1,0,0,1,1
724,1,0,1,1,0,1,0,1,0,0
492,0,1,1,1,1,0,1,1,0,0
176,0,0,1,0,1,1,0,0,0,0
348,0,1,0,1,0,1,1,1,0,0
408,0,1,1,0,0,1,1,0,0,0
773,1,1,0,0,0,0,0,1,0,1
1016,1,1,1,1,1,1,1,0,0,0
249,0,0,1,1,1,1,1,0,0,1
19,0,0,0,0,0,1,0,0,1,1
1014,1,1,1,1,1,1,0,1,1,0
968,1,1,1,1,0,0,1,0,0,0
99,0,0,0,1,1,0,0,0,1,1
989,1,1,1,1,0,1,1,1,0,1
233,0,0,1,1,1,0,1,0,0,1
854,1,1,0,1,0,1,0,1,1,0
267,0,1,0,0,0,0,1,0,1,1
762,1,0,1,1,1,1,1,0,1,0
830,1,1,0,0,1,1,1,1,1,0
803,1,1,0,0,1,0,0,0,1,1
720,1,0,1,1,0,1,0,0,0,0
946,1,1,1,0,1,1,0,0,1,0
583,1,0,0,1,0,0,0,1,1,1
55,0,0,0,0,1,1,0,1,1,1
502,0,1,1,1,1,1,0,1,1,0
538,1,0,0,0,0,1,1,0,1,0
860,1,1,0,1,0,1,1,1,0,0
286,0,1,0,0,0,1,1,1,1,0
656,1,0,1,0,0,1,0,0,0,0
842,1,1,0,1,0,0,1,0,1,0
855,1,1,0,1,0,1,0,1,1,1
360,0,1,0,1,1,0,1,0,0,0
166,0,0,1,0,1,0,0,1,1,0
395,0,1,1,0,0,0,1,0,1,1
150,0,0,1,0,0,1,0,1,1,0
863,1,1,0,1,0,1,1,1,1,1
856,1,1,0,1,0,1,1,0,0,0
720,1,0,1,1,0,1,0,0,0,0
823,1,1,0,0,1,1,0,1,1,1
653,1,0,1,0,0,0,1,1,0,1
228,0,0,1,1,1,0,0,1,0,0
465,0,1,1,1,0,1,0,0,0,1
383,0,1,0,1,1,1,1,1,1,1
527,1,0,0,0,0,0,1,1,1,1
588,1,0,0,1,0,0,1,1,0,0
660,1,0,1,0,0,1,0,1,0,0
733,1,0,1,1,0,1,1,1,0,1
736,1,0,1,1,1,0,0,0,0,0
269,0,1,0,0,0,0,1,1,0,1
267,0,1,0,0,0,0,1,0,1,1
747,1,0,1,1,1,0,1,0,1,1
177,0,0,1,0,1,1,0,0,0,1
786,1,1,0,0,0,1,0,0,1,0
505,0,1,1,1,1,1,1,0,0,1
717,1,0,1,1,0,0,1,1,0,1
142,0,0,1,0,0,0,1,1,1,0
288,0,1,0,0,1,0,0,0,0,0
442,0,1,1,0,1,1,1,0,1,0
862,1,1,0,1,0,1,1,1,1,0
324,0,1,0,1,0,0,0,1,0,0
897,1,1,1,0,0,0,0,0,0,1
87,0,0,0,1,0,1,0,1,1,1
346,0,1,0,1,0,1,1,0,1,0
786,1,1,0,0,0,1,0,0,1,0
503,0,1,1,1,1,1,0,1,1,1
58,0,0,0,0,1,1,1,0,1,0
244,0,0,1,1,1,1,0,1,0,0
27,0,0,0,0,0,1,1,0,1,1
844,1,1,0,1,0,0,1,1,0,0
834,1,1,0,1,0,0,0,0,1,0
439,0,1,1,0,1,1,0,1,1,1
847,1,1,0,1,0,0,1,1,1,1
1021,1,1,1,1,1,1,1,1,0,1
180,0,0,1,0,1,1,0,1,0,0
606,1,0,0,1,0,1,1,1,1,0
629,1,0,0,1,1,1,0,1,0,1
630,1,0,0,1,1,1,0,1,1,0
612,1,0,0,1,1,0,0,1,0,0
519,1,0,0,0,0,0,0,1,1,1
683,1,0,1,0,1,0,1,0,1,1
942,1,1,1,0,1,0,1,1,1,0
777,1,1,0,0,0,0,1,0,0,1
70,0,0,0,1,0,0,0,1,1,0
709,1,0,1,1,0,0,0,1,0,1
728,1,0,1,1,0,1,1,0,0,0
952,1,1,1,0,1,1,1,0,0,0
808,1,1,0,0,1,0,1,0,0,0
666,1,0,1,0,0,1,1,0,1,0
823,1,1,0,0,1,1,0,1,1,1
623,1,0,0,1,1,0,1,1,1,1
748,1,0,1,1,1,0,1,1,0,0
233,0,0,1,1,1,0,1,0,0,1
217,0,0,1,1,0,1,1,0,0,1
671,1,0,1,0,0,1,1,1,1,1
347,0,1,0,1,0,1,1,0,1,1
79,0,0,0,1,0,0,1,1,1,1
801,1,1,0,0,1,0,0,0,0,1
663,1,0,1,0,0,1,0,1,1,1
1013,1,1,1,1,1,1,0,1,0,1
458,0,1,1,1,0,0,1,0,1,0
153,0,0,1,0,0,1,1,0,0,1
987,1,1,1,1,0,1,1,0,1,1
755,1,0,1,1,1,1,0,0,1,1
1001,1,1,1,1,1,0,1,0,0,1
77,0,0,0,1,0,0,1,1,0,1
551,1,0,0,0,1,0,0,1,1,1
558,1,0,0,0,1,0,1,1,1,0
549,1,0,0,0,1,0,0,1,0,1
496,0,1,1,1,1,1,0,0,0,0
857,1,1,0,1,0,1,1,0,0,1
60,0,0,0,0,1,1,1,1,0,0
483,0,1,1,1,1,0,0,0,1,1
988,1,1,1,1,0,1,1,1,0,0
546,1,0,0,0,1,0,0,0,1,0
760,1,0,1,1,1,1,1,0,0,0
957,1,1,1,0,1,1,1,1,0,1
934,1,1,1,0,1,0,0,1,1,0
771,1,1,0,0,0,0,0,0,1,1
1017,1,1,1,1,1,1,1,0,0,1
546,1,0,0,0,1,0,0,0,1,0
583,1,0,0,1,0,0,0,1,1,1
256,0,1,0,0,0,0,0,0,0,0
885,1,1,0,1,1,1,0,1,0,1
768,1,1,0,0,0,0,0,0,0,0
434,0,1,1,0,1,1,0,0,1,0
701,1,0,1,0,1,1,1,1,0,1
347,0,1,0,1,0,1,1,0,1,1
835,1,1,0,1,0,0,0,0,1,1
393,0,1,1,0,0,0,1,0,0,1
1018,1,1,1,1,1,1,1,0,1,0
850,1,1,0,1,0,1,0,0,1,0
419,0,1,1,0,1,0,0,0,1,1
80,0,0,0,1,0,1,0,0,0,0
1007,1,1,1,1,1,0,1,1,1,1
78,0,0,0,1,0,0,1,1,1,0
520,1,0,0,0,0,0,1,0,0,0
132,0,0,1,0,0,0,0,1,0,0
239,0,0,1,1,1,0,1,1,1,1
740,1,0,1,1,1,0,0,1,0,0
749,1,0,1,1,1,0,1,1,0,1
161,0,0,1,0,1,0,0,0,0,1
766,1,0,1,1,1,1,1,1,1,0
563,1,0,0,0,1,1,0,0,1,1
620,1,0,0,1,1,0,1,1,0,0
185,0,0,1,0,1,1,1,0,0,1
767,1,0,1,1,1,1,1,1,1,1
196,0,0,1,1,0,0,0,1,0,0
643,1,0,1,0,0,0,0,0,1,1
263,0,1,0,0,0,0,0,1,1,1
664,1,0,1,0,0,1,1,0,0,0
538,1,0,0,0,0,1,1,0,1,0
966,1,1,1,1,0,0,0,1,1,0
855,1,1,0,1,0,1,0,1,1,1
837,1,1,0,1,0,0,0,1,0,1
880,1,1,0,1,1,1,0,0,0,0
675,1,0,1,0,1,0,0,0,1,1
15,0,0,0,0,0,0,1,1,1,1
775,1,1,0,0,0,0,0,1,1,1
880,1,1,0,1,1,1,0,0,0,0
225,0,0,1,1,1,0,0,0,0,1
18,0,0,0,0,0,1,0,0,1,0
511,0,1,1,1,1,1,1,1,1,1
760,1,0,1,1,1,1,1,0,0,0
879,1,1,0,1,1,0,1,1,1,1
920,1,1,1,0,0,1,1,0,0,0
35,0,0,0,0,1,0,0,0,1,1
575,1,0,0,0,1,1,1,1,1,1
484,0,1,1,1,1,0,0,1,0,0
20,0,0,0,0,0,1,0,1,0,0
328,0,1,0,1,0,0,1,0,0,0
553,1,0,0,0,1,0,1,0,0,1
969,1,1,1,1,0,0,1,0,0,1
862,1,1,0,1,0,1,1,1,1,0
139,0,0,1,0,0,0,1,0,1,1
238,0,0,1,1,1,0,1,1,1,0
999,1,1,1,1,1,0,0,1,1,1
944,1,1,1,0,1,1,0,0,0,0
570,1,0,0,0,1,1,1,0,1,0
120,0,0,0,1,1,1,1,0,0,0
205,0,0,1,1,0,0,1,1,0,1
622,1,0,0,1,1,0,1,1,1,0
805,1,1,0,0,1,0,0,1,0,1
761,1,0,1,1,1,1,1,0,0,1
747,1,0,1,1,1,0,1,0,1,1
235,0,0,1,1,1,0,1,0,1,1
1007,1,1,1,1,1,0,1,1,1,1
196,0,0,1,1,0,0,0,1,0,0
901,1,1,1,0,0,0,0,1,0,1
94,0,0,0,1,0,1,1,1,1,0
401,0,1,1,0,0,1,0,0,0,1
965,1,1,1,1,0,0,0,1,0,1
1002,1,1,1,1,1,0,1,0,1,0
868,1,1,0,1,1,0,0,1,0,0
698,1,0,1,0,1,1,1,0,1,0
950,1,1,1,0,1,1,0,1,1,0
178,0,0,1,0,1,1,0,0,1,0
275,0,1,0,0,0,1,0,0,1,1
877,1,1,0,1,1,0,1,1,0,1
512,1,0,0,0,0,0,0,0,0,0
65,0,0,0,1,0,0,0,0,0,1
950,1,1,1,0,1,1,0,1,1,0
348,0,1,0,1,0,1,1,1,0,0
588,1,0,0,1,0,0,1,1,0,0
259,0,1,0,0,0,0,0,0,1,1
636,1,0,0,1,1,1,1,1,0,0
105,0,0,0,1,1,0,1,0,0,1
103,0,0,0,1,1,0,0,1,1,1
565,1,0,0,0,1,1,0,1,0,1
33,0,0,0,0,1,0,0,0,0,1
135,0,0,1,0,0,0,0,1,1,1
900,1,1,1,0,0,0,0,1,0,0
584,1,0,0,1,0,0,1,0,0,0
142,0,0,1,0,0,0,1,1,1,0
39,0,0,0,0,1,0,0,1,1,1
772,1,1,0,0,0,0,0,1,0,0
811,1,1,0,0,1,0,1,0,1,1
711,1,0,1,1,0,0,0,1,1,1
154,0,0,1,0,0,1,1,0,1,0
400,0,1,1,0,0,1,0,0,0,0
313,0,1,0,0,1,1,1,0,0,1
979,1,1,1,1,0,1,0,0,1,1
951,1,1,1,0,1,1,0,1,1,1
491,0,1,1,1,1,0,1,0,1,1
734,1,0,1,1,0,1,1,1,1,0
245,0,0,1,1,1,1,0,1,0,1
658,1,0,1,0,0,1,0,0,1,0
351,0,1,0,1,0,1,1,1,1,1
420,0,1,1,0,1,0,0,1,0,0
361,0,1,0,1,1,0,1,0,0,1
784,1,1,0,0,0,1,0,0,0,0
654,1,0,1,0,0,0,1,1,1,0
290,0,1,0,0,1,0,0,0,1,0
756,1,0,1,1,1,1,0,1,0,0
528,1,0,0,0,0,1,0,0,0,0
339,0,1,0,1,0,1,0,0,1,1
738,1,0,1,1,1,0,0,0,1,0
95,0,0,0,1,0,1,1,1,1,1
681,1,0,1,0,1,0,1,0,0,1
922,1,1,1,0,0,1,1,0,1,0
811,1,1,0,0,1,0,1,0,1,1
529,1,0,0,0,0,1,0,0,0,1
254,0,0,1,1,1,1,1,1,1,0
992,1,1,1,1,1,0,0,0,0,0
253,0,0,1,1,1,1,1,1,0,1
796,1,1,0,0,0,1,1,1,0,0
651,1,0,1,0,0,0,1,0,1,1
551,1,0,0,0,1,0,0,1,1,1
171,0,0,1,0,1,0,1,0,1,1
575,1,0,0,0,1,1,1,1,1,1
938,1,1,1,0,1,0,1,0,1,0
928,1,1,1,0,1,0,0,0,0,0
540,1,0,0,0,0,1,1,1,0,0
330,0,1,0,1,0,0,1,0,1,0
525,1,0,0,0,0,0,1,1,0,1
944,1,1,1,0,1,1,0,0,0,0
41,0,0,0,0,1,0,1,0,0,1
252,0,0,1,1,1,1,1,1,0,0
106,0,0,0,1,1,0,1,0,1,0
210,0,0,1,1,0,1,0,0,1,0
132,0,0,1,0,0,0,0,1,0,0
1010,1,1,1,1,1,1,0,0,1,0
726,1,0,1,1,0,1,0,1,1,0
525,1,0,0,0,0,0,1,1,0,1
338,0,1,0,1,0,1,0,0,1,0
388,0,1,1,0,0,0,0,1,0,0
881,1,1,0,1,1,1,0,0,0,1
66,0,0,0,1,0,0,0,0,1,0
503,0,1,1,1,1,1,0,1,1,1
88,0,0,0,1,0,1,1,0,0,0
525,1,0,0,0,0,0,1,1,0,1
854,1,1,0,1,0,1,0,1,1,0
267,0,1,0,0,0,0,1,0,1,1
53,0,0,0,0,1,1,0,1,0,1
804,1,1,0,0,1,0,0,1,0,0
972,1,1,1,1,0,0,1,1,0,0
493,0,1,1,1,1,0,1,1,0,1
287,0,1,0,0,0,1,1,1,1,1
714,1,0,1,1,0,0,1,0,1,0
609,1,0,0,1,1,0,0,0,0,1
252,0,0,1,1,1,1,1,1,0,0
408,0,1,1,0,0,1,1,0,0,0
150,0,0,1,0,0,1,0,1,1,0
449,0,1,1,1,0,0,0,0,0,1
140,0,0,1,0,0,0,1,1,0,0
390,0,1,1,0,0,0,0,1,1,0
776,1,1,0,0,0,0,1,0,0,0
290,0,1,0,0,1,0,0,0,1,0
140,0,0,1,0,0,0,1,1,0,0
748,1,0,1,1,1,0,1,1,0,0
416,0,1,1,0,1,0,0,0,0,0
877,1,1,0,1,1,0,1,1,0,1
961,1,1,1,1,0,0,0,0,0,1
575,1,0,0,0,1,1,1,1,1,1
319,0,1,0,0,1,1,1,1,1,1
809,1,1,0,0,1,0,1,0,0,1
810,1,1,0,0,1,0,1,0,1,0
942,1,1,1,0,1,0,1,1,1,0
190,0,0,1,0,1,1,1,1,1,0
445,0,1,1,0,1,1,1,1,0,1
56,0,0,0,0,1,1,1,0,0,0
914,1,1,1,0,0,1,0,0,1,0
269,0,1,0,0,0,0,1,1,0,1
829,1,1,0,0,1,1,1,1,0,1
5,0,0,0,0,0,0,0,1,0,1
974,1,1,1,1,0,0,1,1,1,0
583,1,0,0,1,0,0,0,1,1,1
1001,1,1,1,1,1,0,1,0,0,1
164,0,0,1,0,1,0,0,1,0,0
814,1,1,0,0,1,0,1,1,1,0
173,0,0,1,0,1,0,1,1,0,1
21,0,0,0,0,0,1,0,1,0,1
655,1,0,1,0,0,0,1,1,1,1
215,0,0,1,1,0,1,0,1,1,1
255,0,0,1,1,1,1,1,1,1,1
36,0,0,0,0,1,0,0,1,0,0
113,0,0,0,1,1,1,0,0,0,1
55,0,0,0,0,1,1,0,1,1,1
441,0,1,1,0,1,1,1,0,0,1
105,0,0,0,1,1,0,1,0,0,1
42,0,0,0,0,1,0,1,0,1,0
387,0,1,1,0,0,0,0,0,1,1
431,0,1,1,0,1,0,1,1,1,1
699,1,0,1,0,1,1,1,0,1,1
121,0,0,0,1,1,1,1,0,0,1
92,0,0,0,1,0,1,1,1,0,0
227,0,0,1,1,1,0,0,0,1,1
405,0,1,1,0,0,1,0,1,0,1
108,0,0,0,1,1,0,1,1,0,0
371,0,1,0,1,1,1,0,0,1,1
1,0,0,0,0,0,0,0,0,0,1
150,0,0,1,0,0,1,0,1,1,0
986,1,1,1,1,0,1,1,0,1,0
672,1,0,1,0,1,0,0,0,0,0
820,1,1,0,0,1,1,0,1,0,0
377,0,1,0,1,1,1,1,0,0,1
258,0,1,0,0,0,0,0,0,1,0
139,0,0,1,0,0,0,1,0,1,1
207,0,0,1,1,0,0,1,1,1,1
353,0,1,0,1,1,0,0,0,0,1
109,0,0,0,1,1,0,1,1,0,1
94,0,0,0,1,0,1,1,1,1,0
363,0,1,0,1,1,0,1,0,1,1
879,1,1,0,1,1,0,1,1,1,1
848,1,1,0,1,0,1,0,0,0,0
896,1,1,1,0,0,0,0,0,0,0
706,1,0,1,1,0,0,0,0,1,0
760,1,0,1,1,1,1,1,0,0,0
725,1,0,1,1,0,1,0,1,0,1
228,0,0,1,1,1,0,0,1,0,0
552,1,0,0,0,1,0,1,0,0,0
132,0,0,1,0,0,0,0,1,0,0
193,0,0,1,1,0,0,0,0,0,1
550,1,0,0,0,1,0,0,1,1,0
106,0,0,0,1,1,0,1,0,1,0
498,0,1,1,1,1,1,0,0,1,0
66,0,0,0,1,0,0,0,0,1,0
202,0,0,1,1,0,0,1,0,1,0
280,0,1,0,0,0,1,1,0,0,0
457,0,1,1,1,0,0,1,0,0,1
262,0,1,0,0,0,0,0,1,1,0
443,0,1,1,0,1,1,1,0,1,1
881,1,1,0,1,1,1,0,0,0,1
876,1,1,0,1,1,0,1,1,0,0
89,0,0,0,1,0,1,1,0,0,1
860,1,1,0,1,0,1,1,1,0,0
899,1,1,1,0,0,0,0,0,1,1
665,1,0,1,0,0,1,1,0,0,1
64,0,0,0,1,0,0,0,0,0,0
474,0,1,1,1,0,1,1,0,1,0
165,0,0,1,0,1,0,0,1,0,1
3,0,0,0,0,0,0,0,0,1,1
727,1,0,1,1,0,1,0,1,1,1
855,1,1,0,1,0,1,0,1,1,1
879,1,1,0,1,1,0,1,1,1,1
694,1,0,1,0,1,1,0,1,1,0
825,1,1,0,0,1,1,1,0,0,1
797,1,1,0,0,0,1,1,1,0,1
363,0,1,0,1,1,0,1,0,1,1
694,1,0,1,0,1,1,0,1,1,0
292,0,1,0,0,1,0,0,1,0,0
835,1,1,0,1,0,0,0,0,1,1
309,0,1,0,0,1,1,0,1,0,1
704,1,0,1,1,0,0,0,0,0,0
550,1,0,0,0,1,0,0,1,1,0
789,1,1,0,0,0,1,0,1,0,1
282,0,1,0,0,0,1,1,0,1,0
763,1,0,1,1,1,1,1,0,1,1
869,1,1,0,1,1,0,0,1,0,1
666,1,0,1,0,0,1,1,0,1,0
126,0,0,0,1,1,1,1,1,1,0
555,1,0,0,0,1,0,1,0,1,1
951,1,1,1,0,1,1,0,1,1,1
849,1,1,0,1,0,1,0,0,0,1
725,1,0,1,1,0,1,0,1,0,1
577,1,0,0,1,0,0,0,0,0,1
44,0,0,0,0,1,0,1,1,0,0
940,1,1,1,0,1,0,1,1,0,0
588,1,0,0,1,0,0,1,1,0,0
396,0,1,1,0,0,0,1,1,0,0
144,0,0,1,0,0,1,0,0,0,0
188,0,0,1,0,1,1,1,1,0,0
234,0,0,1,1,1,0,1,0,1,0
879,1,1,0,1,1,0,1,1,1,1
173,0,0,1,0,1,0,1,1,0,1
903,1,1,1,0,0,0,0,1,1,1
572,1,0,0,0,1,1,1,1,0,0
334,0,1,0,1,0,0,1,1,1,0
86,0,0,0,1,0,1,0,1,1,0
321,0,1,0,1,0,0,0,0,0,1
479,0,1,1,1,0,1,1,1,1,1
723,1,0,1,1,0,1,0,0,1,1
34,0,0,0,0,1,0,0,0,1,0
396,0,1,1,0,0,0,1,1,0,0
301,0,1,0,0,1,0,1,1,0,1
705,1,0,1,1,0,0,0,0,0,1
962,1,1,1,1,0,0,0,0,1,0
437,0,1,1,0,1,1,0,1,0,1
934,1,1,1,0,1,0,0,1,1,0
863,1,1,0,1,0,1,1,1,1,1
611,1,0,0,1,1,0,0,0,1,1
602,1,0,0,1,0,1,1,0,1,0
425,0,1,1,0,1,0,1,0,0,1
541,1,0,0,0,0,1,1,1,0,1
203,0,0,1,1,0,0,1,0,1,1
30,0,0,0,0,0,1,1,1,1,0
521,1,0,0,0,0,0,1,0,0,1
783,1,1,0,0,0,0,1,1,1,1
828,1,1,0,0,1,1,1,1,0,0
452,0,1,1,1,0,0,0,1,0,0
741,1,0,1,1,1,0,0,1,0,1
446,0,1,1,0,1,1,1,1,1,0
380,0,1,0,1,1,1,1,1,0,0
44,0,0,0,0,1,0,1,1,0,0
999,1,1,1,1,1,0,0,1,1,1
1005,1,1,1,1,1,0,1,1,0,1
955,1,1,1,0,1,1,1,0,1,1
